Instance;RealSolution;Execution;InitialMethod;NumGroupsTEC;TimeTEC;GapTEC;NumGroupsTT;TimeTT;GapTT;TimeTT_TEC;GapTT_TEC;InitialCostFunctions;Algorithm;RunTimeSec;Hipervolume;NumParetoSolutions;CostFunctions;Solutions
instance9_63;822.34 344706.88;0;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;954;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,44,47,61,45,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;1;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;946;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,10,13,27,8,9,23,11,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,44,61,47,45,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;2;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0145;3;612.79 336696.37|489.91 336978.73|487.6 338615.49;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,19,20,14,15,22,26,16,21,25,18,12,2,7,3,6,5,13,27,8,10,9,23,11,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,56,43,46,48,49,50,55,60,62,51,52,53,54,57,58,59|0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,43,46,48,49,50,55,56,60,44,45,61,47,51,52,53,54,62,57,58,59
instance9_63;822.34 344706.88;3;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;0.967;6;487.6 338615.49|502.28 337078.61|489.91 337291.72|612.79 336696.37|492.87 337276.2|583.51 337009.36;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,14,15,22,26,16,21,25,12,18,7,3,6,5,2,10,27,13,8,9,11,23,17,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,61,44,45,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,10,13,27,8,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59,43,44,45,47|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,13,27,8,10,9,23,11,17,34,33,42,31,29,37,36,32,30,39,38,40,24,35,44,47,61,45,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59,61,44,45,47
instance9_63;822.34 344706.88;4;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;946;1.0145;3;487.6 338615.49|489.91 336978.73|612.79 336696.37;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,13,27,8,10,9,23,11,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,45,44,61,47,54,49,46,48,50,55,56,60,62,43,51,53,52,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,61,44,45,13,27,8,10,9,23,11,17,49,43,46,48,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;5;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;946;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,6,3,5,2,23,11,9,10,27,13,8,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,17,58,43,59,57,46,55,56,49,60,51,52,53,61,44,45,47,54,50,48,62|0,1,4,20,26,12,19,15,16,18,21,22,25,14,2,3,5,6,7,28,34,41,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,20,26,12,19,15,16,18,21,22,25,14,2,3,5,6,7,13,27,8,10,9,23,11,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,44,45,47,61,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;6;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0125;2;489.91 336978.73|612.79 336696.37;0,1,21,12,14,15,16,18,22,25,26,19,4,20,3,5,6,7,2,10,13,27,8,9,11,23,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,45,44,61,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;7;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;946;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,3,2,5,6,7,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,44,47,61,45,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;8;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,16,12,14,15,18,21,22,25,26,19,20,4,3,5,6,7,2,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,44,61,47,45,46,48,49,50,55,43,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;9;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;953;1.0145;3;487.6 338615.49|489.91 336978.73|612.79 336696.37;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,19,20,14,15,22,26,16,21,25,12,18,7,3,6,5,2,13,10,8,27,9,23,11,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,61,44,45,54,59,46,48,49,50,55,56,60,62,43,58,53,51,57,52|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,61,44,45,13,27,8,10,9,23,11,17,46,48,49,55,56,60,62,51,52,53,54,57,50,43,58,59
instance9_63;822.34 344706.88;10;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;948;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,15,4,14,12,20,19,16,18,21,22,25,26,7,2,3,5,6,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,45,47,61,44,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;11;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0125;2;489.91 336978.73|612.79 336696.37;0,1,20,12,14,15,16,18,21,22,25,26,19,4,2,3,5,6,7,10,13,27,8,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,44,47,61,45,46,48,49,50,55,56,60,59,62,51,52,53,54,57,58,43|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;12;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;948;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,20,12,14,15,16,18,21,22,25,26,19,3,2,5,6,7,27,8,13,10,9,23,11,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,45,44,61,47,48,49,50,43,46,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;13;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;946;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,20,26,19,5,2,3,6,7,13,27,8,10,9,23,11,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,61,44,45,50,43,46,48,49,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;14;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0145;3;612.79 336696.37|487.6 338615.49|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,20,14,15,22,26,16,21,25,12,18,19,2,7,3,6,5,13,8,27,10,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,61,44,45,54,59,46,48,49,50,55,56,60,62,43,51,53,52,57,58
instance9_63;822.34 344706.88;15;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;946;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,20,12,14,15,16,18,21,22,25,26,19,7,2,3,5,6,13,10,27,8,9,11,23,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,47,45,61,44,54,46,48,49,50,55,56,60,62,43,51,53,52,57,58,59
instance9_63;822.34 344706.88;16;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;953;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,20,25,26,19,7,2,3,5,6,34,41,28,33,42,31,29,37,36,32,30,39,38,40,24,35,47,61,44,45,13,27,8,10,9,23,11,17,60,43,46,48,49,50,55,56,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,20,25,19,26,2,3,5,6,7,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,45,44,61,60,43,46,48,49,50,55,56,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;17;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;946;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,20,12,14,15,16,18,21,22,25,26,19,4,2,3,5,6,7,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,44,45,61,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;18;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,20,12,14,15,16,18,21,22,25,26,19,2,3,5,6,7,10,13,27,8,9,11,23,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,45,44,61,47,43,54,48,49,50,46,56,60,62,55,59,51,53,52,57,58
instance9_63;822.34 344706.88;19;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,20,12,14,15,16,18,21,22,25,26,19,4,2,3,5,6,7,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,47,45,44,61,54,48,46,49,50,55,56,60,62,43,51,53,52,57,58,59
instance9_63;822.34 344706.88;20;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0175;4;486.42 338615.49|612.79 336696.37|489.91 336978.73|483.7 338620.49;0,1,7,3,6,5,2,19,4,14,18,12,26,16,21,25,22,15,20,28,41,13,27,8,10,9,23,11,17,34,33,42,31,29,37,36,32,30,39,38,40,24,35,45,61,44,47,62,46,48,49,50,55,43,51,56,60,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,20,19,7,2,3,5,6,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,47,61,44,45,13,27,8,10,9,23,11,17,53,54,43,46,48,49,50,55,56,60,62,51,52,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,20,19,7,2,3,5,6,13,27,8,10,9,23,11,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,44,45,47,61,58,53,54,43,46,48,49,50,55,56,60,62,51,52,57,59|0,1,7,3,6,5,2,19,4,14,18,12,26,16,21,25,22,15,20,10,13,27,8,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,44,45,61,43,62,46,48,49,50,55,56,60,52,53,51,54,57,58,59
instance9_63;822.34 344706.88;21;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;952;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,62,51,52,60,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,53,51,52,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,10,13,27,8,9,11,23,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,47,44,61,45,48,49,50,55,56,60,62,51,52,53,54,57,58,59,43,46
instance9_63;822.34 344706.88;22;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0145;3;487.6 338615.49|612.79 336696.37|489.91 336978.73;0,1,7,3,6,5,2,27,13,10,9,8,11,23,18,12,25,21,16,26,22,15,14,4,19,20,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,17,61,44,45,47,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,49,48,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,20,14,15,22,26,19,16,21,25,12,18,7,3,6,5,2,10,8,27,13,9,23,11,17,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,44,45,47,61,54,52,62,46,48,49,50,55,56,60,59,43,53,51,57,58
instance9_63;822.34 344706.88;23;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,43,46,48,49,50,55,56,60,62,51,52,53,54,57,58,59|0,1,4,12,14,15,16,18,21,22,25,26,19,20,7,3,2,5,6,13,27,8,10,9,23,11,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,61,44,47,45,48,43,46,49,50,55,56,60,62,51,52,53,54,57,58,59
instance9_63;822.34 344706.88;24;MILP;6;0.101154327;0;10;38.52124405;0;6.938667297;0;660.77 336696.37|557.35 337958.91;MOGVNS_FI;945;1.0125;2;612.79 336696.37|489.91 336978.73;0,1,4,12,14,15,16,18,21,22,25,26,19,20,2,3,5,6,7,41,28,34,33,42,31,29,37,36,32,30,39,38,40,24,35,61,44,45,47,13,27,8,10,9,23,11,17,48,49,50,55,56,60,62,51,52,53,54,43,46,57,58,59|0,1,22,12,14,15,16,18,21,25,26,19,20,4,3,5,6,7,2,13,27,8,10,9,11,23,17,41,28,34,33,42,31,29,37,32,36,30,39,38,40,24,35,44,61,47,45,58,46,48,49,50,55,56,43,60,62,51,52,53,54,57,59
